,page scan,active->inactive,active->laundry,inactive->active,inactive->free,inactive->laundry,laundry->active,laundry->free
569,482284,0,48400,0,0,0,0,0
570,48450,0,48450,0,0,0,0,0
571,48381,0,48381,0,0,0,0,0
572,484307,44,48252,0,0,0,0,0
573,48405,0,48339,0,44,0,0,0
574,48340,0,48340,0,0,0,0,0
575,48340,0,48339,0,0,0,0,0
576,48340,0,48340,0,0,0,0,0
577,48339,0,48339,0,0,0,0,0
578,968656,0,2311,0,0,0,0,0
579,435833,0,48340,0,0,0,0,0
580,534513,0,48480,0,0,0,0,0
581,193672,0,48356,0,0,0,0,0
582,48357,0,48357,0,0,0,0,0
583,338806,0,48356,0,0,0,0,0
584,631286,2,48351,0,0,0,0,0
585,48356,0,48354,0,2,0,0,0
586,96786,4,48343,0,0,0,0,0
587,48356,0,48351,0,4,0,0,0
588,48351,0,48350,0,0,0,0,0
589,437779,0,48519,0,0,0,0,0
590,48332,0,48332,0,0,0,0,0
591,48335,0,48335,0,0,0,0,0
592,483819,0,48334,0,0,0,0,0
593,48357,0,48335,0,0,0,0,0
594,48334,0,48334,0,0,0,0,0
595,48335,0,48335,0,0,0,0,0
596,48334,0,48334,0,0,0,0,0
597,48335,0,48335,0,0,0,0,0
598,968650,0,47159,0,0,0,0,0
599,435669,0,48401,0,0,0,0,0
600,579153,0,48396,16,11,4,0,0
601,193668,0,48397,0,0,0,0,0
602,48397,0,48397,0,0,0,0,0
603,338694,0,48396,0,0,0,0,0
604,676190,0,48397,0,0,0,0,0
605,50707,0,48396,0,0,0,0,0
606,94637,0,48397,0,0,0,0,0
607,48525,0,48524,0,0,0,0,0
608,48380,0,48379,0,0,0,0,0
609,482507,0,48383,0,0,0,0,0
610,48382,0,48382,0,0,0,0,0
611,48383,0,48383,0,0,0,0,0
612,484303,0,48382,0,0,0,0,0
613,48576,0,48383,16,11,4,0,0
614,48383,0,48383,0,0,0,0,0
615,48384,0,48384,0,0,0,0,0
616,48384,0,48383,0,0,0,0,0
617,48400,0,48400,0,0,0,0,0
